IDTRACKER,APLC_SEQ_NO,MID,TID,MERCHANT NAME,CITY,PROSES PENGAJUAN APLIKASI,TGL APLIKASI MASUK,STATUS APLIKASI,STATUS WR,STATUS WO,PROVIDER_TYP,TMNL_STATUS,TMNL_MODEL,SNO,MER_DTL_ADDR1,MER_DTL_ADDR2,MER_DTL_ADDR3,MID_BRI,MID_BNI,MID_BTN,MID_ASTRAPAY,MID_DANAMON,MID_BSI,MID_OCBC,TID_BRI,TID_BNI,TID_BTN,TID_ASTRAPAY,TID_DANAMON,TID_BSI,TID_OCBC,MEMBER_BANK,DATA_CHNG_DTTM
7,12002511628,71129964784,74544406,MIDI SC40 GARUDA 2,Jakarta Pusat (Kota Administrasi),Approved,45:55.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA GARUDA NO. 78 RT. 001/007,KEL KEMAYORAN KEC KEMAYORAN,JAKARTA PUSAT,1999228277,'000100215901622,2.01E+14,,,,,10399304,15176824,20031407,,,,,SHARING BMRI-BRI-BNI-BTN,50:34.3
8,12002511839,71133188399,74576300,TOKO MAS SEMAR NUSANTARA,Yogyakarta (Kota),Approved,05:35.0,Approval Completed,,,None,On Operation,,,JL. LAKSDA ADI SUCIPTO NO. 9,KEL DEMANGAN KEC GONDOKUSUMAN,YOGYAKARTA,,'000100215901624,,,,,,,,,,,,,SINGLE BMRI,03:54.5
9,12002511841,71129964877,74544408,MIDI SC45 GARUDA,Jakarta Pusat (Kota Administrasi),Approved,06:14.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. GARUDA NO. 49,KEL GUNUNG SAHARI SELATAN KEC KEMAYORAN,JAKARTA PUSAT,1999228278,'000100215901750,'000200711299648773,,,,,10399306,15176903,20031409,,,,,SHARING BMRI-BRI-BNI-BTN,50:34.9
10,12002512912,71129964970,74544412,MIDI SC47 CEMPAKA PUTIH,Jakarta Pusat (Kota Administrasi),Approved,26:34.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. CEMPAKA PUTIH RY A3 RT. 007/06,"KEL. CEMPAKA PUTIH, KEC. CEMPAKA PUTIH",JAKARTA PUSAT,1999228279,'000100215901774,'000200711299649707,,,,,10399310,15177023,20031413,,,,,SHARING BMRI-BRI-BNI-BTN,50:35.5
11,12002513427,71129965028,74544415,MIDI SC49 CIPINANG JAYA,Jakarta Timur (Kota Administrasi),Approved,33:32.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL CIPINANG JAYA RAYA NO 53 RT 004 RW 07,KEL CIPINANG BESAR SELATAN KEC JATINEGARA,JAKARTA TIMUR,1999228019,'000100215901774,'000200711299650282,,,,,10398530,15159323,20031416,,,,,SHARING BMRI-BRI-BNI-BTN,50:36.2
12,12002513449,71129965121,74544416,MIDI SC50 KRAMAT JAYA,Jakarta Utara (Kota Administrasi),Approved,40:03.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,2295KA126548,JL. KRAMAT JAYA NO. 12 RT.006/13,KEL. SEMPER BARAT CILINCING,JAKARTA UTARA,1999228020,'000100215901775,'000200711299651216,,,,,10398531,12087602,20031417,,,,,SHARING BMRI-BRI-BNI-BTN,30:41.4
13,12002513449,71129965121,74544417,MIDI SC50 KRAMAT JAYA,Jakarta Utara (Kota Administrasi),Approved,40:03.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,2295KA126611,JL. KRAMAT JAYA NO. 12 RT.006/13,KEL. SEMPER BARAT CILINCING,JAKARTA UTARA,1999228020,'000100215901775,'000200711299651216,,,,,10398532,12087603,20031418,,,,,SHARING BMRI-BRI-BNI-BTN,30:41.6
14,12002513460,71129965214,74544419,MIDI SC52 OTISTA RAYA,Jakarta Timur (Kota Administrasi),Approved,44:36.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL OTTO SKANDARDINATA NO 51 RT 001 RW 09,KEL CIPINANG CEMPEDAK KEC JATINEGARA,JAKARTA TIMUR,1999228023,'000100212900862,'000200711299652149,,,,,10398540,15159403,20031420,,,,,SHARING BMRI-BRI-BNI-BTN,50:37.5
15,12002513460,71129965214,74544421,MIDI SC52 OTISTA RAYA,Jakarta Timur (Kota Administrasi),Approved,44:36.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL OTTO SKANDARDINATA NO 51 RT 001 RW 09,KEL CIPINANG CEMPEDAK KEC JATINEGARA,JAKARTA TIMUR,1999228023,'000100212900862,'000200711299652149,,,,,10398542,15159424,20031422,,,,,SHARING BMRI-BRI-BNI-BTN,50:37.5
16,12002513468,71133303439,74577723,MIDI SC53 JOHAR BARU,Jakarta Pusat (Kota Administrasi),Approved,49:26.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,"JL. PERCETAKAN NEGARA II, RT 001 RW 003","KEL. JOHAR BARU, KEC. JOHAR BARU",JAKARTA PUSAT,1999228280,'000100212900865,'000200711333034399,,,,,10399313,15177123,20033247,,,,,SHARING BMRI-BRI-BNI-BTN,22:18.5
17,12002513565,71129965307,74544424,MIDI SC55 ASEM BARIS,Jakarta Selatan (Kota Administrasi),Approved,30:39.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,207NCA161353,"JL. ASEM BARIS GUDANG PELURU, BLOK A/I RT.04/03","KEL. KEBON BARU, KEC. TEBET",JAKARTA SELATAN,1999228382,'000100215901711,'000200711299653072,,,,,10399658,15159123,20031425,,,,,SHARING BMRI-BRI-BNI-BTN,59:44.2
18,12002513591,71133303625,74577729,MIDI SC57 KEBON KELAPA,Jakarta Timur (Kota Administrasi),Approved,11:36.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL KEBON KELAPA RAYA NO 3 RT 001 RW 011,KEL UTAN KAYU SELATAN KEC MATRAMAN,JAKARTA TIMUR,1999228034,'000100215901715,'000200711333036256,,,,,10398575,15160524,20033049,,,,,SHARING BMRI-BRI-BNI-BTN,22:20.3
19,12002513602,71133303811,74577735,MIDI SC64 MARDANI,Jakarta Pusat (Kota Administrasi),Approved,25:08.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. MARDANI RAYA,KEL. JOHAR BARU KEC. JOHAR BARU,JAKARTA PUSAT,1999228281,'000100212900880,'000200711333038113,,,,,10399315,15177203,20033249,,,,,SHARING BMRI-BRI-BNI-BTN,22:21.7
20,12002513613,71133303904,74577737,MIDI SC65 SUMUR BATU,Jakarta Pusat (Kota Administrasi),Approved,36:12.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL SUMUR BATU RY BLOK A3 NO 9 RT 011 RW 02,KEL SUMUR BATU KEC KEMAYORAN,JAKARTA PUSAT,1999228282,'000100215901714,'000200711333039046,,,,,10399317,15177302,20033251,,,,,SHARING BMRI-BRI-BNI-BTN,22:22.4
21,12002513613,71133303904,74577739,MIDI SC65 SUMUR BATU,Jakarta Pusat (Kota Administrasi),Approved,36:12.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL SUMUR BATU RY BLOK A3 NO 9 RT 011 RW 02,KEL SUMUR BATU KEC KEMAYORAN,JAKARTA PUSAT,1999228282,'000100215901714,'000200711333039046,,,,,10399319,15177323,20033253,,,,,SHARING BMRI-BRI-BNI-BTN,22:22.4
22,12002513616,71133304062,74577741,MIDI SC66 MUNCANG,Jakarta Utara (Kota Administrasi),Approved,41:41.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA MUNCANG BLOK LNO. 15-19 RT. 003 RW. 012,KEL LAGOA KEC KOJA,JAKARTA UTARA,1999228044,'000100215901743,'000200711333040622,,,,,10398604,15161403,20033054,,,,,SHARING BMRI-BRI-BNI-BTN,22:23.3
23,12002513616,71133304062,74577742,MIDI SC66 MUNCANG,Jakarta Utara (Kota Administrasi),Approved,41:41.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA MUNCANG BLOK LNO. 15-19 RT. 003 RW. 012,KEL LAGOA KEC KOJA,JAKARTA UTARA,1999228044,'000100215901743,'000200711333040622,,,,,10398605,15161423,20033055,,,,,SHARING BMRI-BRI-BNI-BTN,22:23.3
24,12002513658,71129965593,74544430,MIDI SC84 SWASEMBADA,Jakarta Utara (Kota Administrasi),Approved,10:14.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,229HKA127325,JL. SWASEMBADA BARAT XIIINO.70 RT. 008/014,KEL KEBON BAWANG KEC TANJUNG PRIOK,JAKARTA UTARA,1999228763,'000100215901745,'000200711299655939,,,,,10400948,12087723,20031431,,,,,SHARING BMRI-BRI-BNI-BTN,31:24.4
25,12002513669,71129965872,74544435,MIDI SC85 LUBANG BUAYA,Jakarta Timur (Kota Administrasi),Approved,16:55.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL.LUBANG BUAYA RT 01 / 05,KEL LUBANG BUAYA KEC CIPAYUNG,JAKARTA TIMUR,1999228057,'000100212900884,'000200711299658729,,,,,10398644,15162124,20031434,,,,,SHARING BMRI-BRI-BNI-BTN,50:49.5
26,12002513674,71129975869,74544742,MIDI SC88 CONDET RAYA 2,Jakarta Timur (Kota Administrasi),Approved,22:11.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA CONDET NO. 7 RT 13/03,KEL BATU AMPAR KEC KRAMAT JATI,JAKARTA TIMUR,1999228060,'000100215901746,'000200711299758696,,,,,10398652,15162303,20031436,,,,,SHARING BMRI-BRI-BNI-BTN,53:12.8
27,12002513688,71133304248,74577747,MIDI SC91 PERUM KARAWANG,Karawang (Kab),Approved,32:59.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL.PERUMNAS BUMI TELUK JAMBE BLOK B NO 9B-9C,RT 003/12,KARAWANG,1999228059,'000100212900883,'000200711333042488,,,,,10398649,15162203,20033060,,,,,SHARING BMRI-BRI-BNI-BTN,22:24.8
28,12002513691,71129965965,74544437,MIDI SC95 STASIUN CIKAMPEK,Karawang (Kab),Approved,39:13.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL STASIUN LAMA CIKAMPEK NO 37 RT 02 RW 03,DESA CIKAMPEK UTARA,KARAWANG,1999228061,'000100215901719,'000200711299659652,,,,,10398655,15162403,20031439,,,,,SHARING BMRI-BRI-BNI-BTN,50:50.1
29,12002513698,71133304341,74577749,MIDI SC96 MATRAMAN RAYA,Jakarta Timur (Kota Administrasi),Approved,45:48.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. MATRAMAN RAYA NO. 33,KEL PALMERAH KEC MATRAMAN,JAKARTA TIMUR,1999228255,'000100215901719,'000200711333043412,,,,,10399236,15175003,20033254,,,,,SHARING BMRI-BRI-BNI-BTN,22:25.4
30,12002513903,71129966023,74544440,MIDI SH01 UTAN PANJANG,Jakarta Pusat (Kota Administrasi),Approved,14:35.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. MAHONI NO. 197 RT. 012 RW. 02,KEL BUNGUR KEC SENEN,JAKARTA PUSAT,1999228283,'000100215901721,'000200711299660238,,,,,10399321,15177403,20031442,,,,,SHARING BMRI-BRI-BNI-BTN,50:50.7
31,12002513903,71129966023,74544441,MIDI SH01 UTAN PANJANG,Jakarta Pusat (Kota Administrasi),Approved,14:35.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. MAHONI NO. 197 RT. 012 RW. 02,KEL BUNGUR KEC SENEN,JAKARTA PUSAT,1999228283,'000100215901717,'000200711299660238,,,,,10399322,15177423,20031443,,,,,SHARING BMRI-BRI-BNI-BTN,50:50.7
32,12002515409,71133304434,74577753,MIDI SH04 BENDUNGAN JAGO,Jakarta Pusat (Kota Administrasi),Approved,21:07.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL BENDUNGAN JAGO RAYA NO 14 RT 008 RW 001,KEL UTAN PANJANG KEC KEMAYORAN,JAKARTA PUSAT,1999228284,'000100215901718,'000200711333044345,,,,,10399324,15177503,20033258,,,,,SHARING BMRI-BRI-BNI-BTN,22:26.2
33,12002515409,71133304434,74577754,MIDI SH04 BENDUNGAN JAGO,Jakarta Pusat (Kota Administrasi),Approved,21:07.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL BENDUNGAN JAGO RAYA NO 14 RT 008 RW 001,KEL UTAN PANJANG KEC KEMAYORAN,JAKARTA PUSAT,1999228284,'000100215901720,'000200711333044345,,,,,10399325,15177523,20033259,,,,,SHARING BMRI-BRI-BNI-BTN,22:26.2
34,12002515973,71129966116,74544442,MIDI SH45 HADIAH UTAMA,Jakarta Barat (Kota Administrasi),Approved,34:50.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,"JL. ANYAR RAYA BLOK E-VI NO 1407 A,B,C,D",KEL. JELAMBAR KEC. GROGOL PETAMBURAN,JAKARTA BARAT,1999228557,'000100215901720,'000200711299661161,,,,,10400238,12086202,20031444,,,,,SHARING BMRI-BRI-BNI-BTN,50:51.3
35,12002515973,71129966116,74544443,MIDI SH45 HADIAH UTAMA,Jakarta Barat (Kota Administrasi),Approved,34:50.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,"JL. ANYAR RAYA BLOK E-VI NO 1407 A,B,C,D",KEL. JELAMBAR KEC. GROGOL PETAMBURAN,JAKARTA BARAT,1999228557,'000100215901716,'000200711299661161,,,,,10400239,12086203,20031445,,,,,SHARING BMRI-BRI-BNI-BTN,50:51.4
36,12002515979,71133304713,74577763,MIDI SH91 SRENGSENG RAYA,Jakarta Barat (Kota Administrasi),Approved,39:43.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. SRENGSENG RAYA NO. 80 RT. 010 RW.05,KEL. SRENGSENG KEC. KEMBANGAN,JAKARTA BARAT,1999228588,'000100215901722,'000200711333047135,,,,,10400333,12086523,20033268,,,,,SHARING BMRI-BRI-BNI-BTN,22:37.6
168,12002552783,71133310079,74577923,MIDI VC26 A. YANI KARAWANG 2,Karawang (Kab),Approved,32:06.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA A.YANI BY PASS NO 1E RT 005 RW 008,KEL TANJUNG PURA KEC KARAWANG BARAT,KARAWANG,1999228174,'000100215901722,'000200711333100797,,,,,10398995,15171105,20033361,,,,,SHARING BMRI-BRI-BNI-BTN,23:57.0
169,12002552784,71133310172,74577926,MIDI VC27 TARUMA JAYA,Bekasi (Kab),Approved,42:33.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. TARUMA AJYA KP.BOGOR RT001/011,KEL. SETIA ASIH KEC. TARUMA JAYA,BEKASI,1999228178,'000100212900881,'000200711333101721,,,,,10399007,15171504,20033364,,,,,SHARING BMRI-BRI-BNI-BTN,23:57.6
170,12002552785,71133310265,74577928,MIDI VC28 MENTENG TERUSAN,Jakarta Utara (Kota Administrasi),Approved,48:14.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,2295KA125888,JL. MENTENG TERUSAN NO. 107 RT 017 RW 007,KEL. LAGOA KEC. KOJA,JAKARTA UTARA,1999228180,'000100215901726,'000200711333102654,,,,,10399012,12088003,20033129,,,,,SHARING BMRI-BRI-BNI-BTN,22:01.7
171,12002552788,71133310358,74577930,MIDI VC30 UNSIKA,Karawang (Kab),Approved,10:13.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA UNSIKA RT 010/04,DS. PUSEUR JAYA KEC.TELUK JAMBE TIMUR,KARAWANG,1999228177,'000100215901724,'000200711333103587,,,,,10399002,15171402,20033365,,,,,SHARING BMRI-BRI-BNI-BTN,23:59.0
172,12002552788,71133310358,74577931,MIDI VC30 UNSIKA,Karawang (Kab),Approved,10:13.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA UNSIKA RT 010/04,DS. PUSEUR JAYA KEC.TELUK JAMBE TIMUR,KARAWANG,1999228177,'000100215901731,'000200711333103587,,,,,10399003,15171403,20033366,,,,,SHARING BMRI-BRI-BNI-BTN,23:59.1
173,12002552791,71133310544,74577936,MIDI VC86 LAYUR,Jakarta Timur (Kota Administrasi),Approved,26:36.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL TONGKOL / LAYUR RT 10/06,KEL KOJA KEC PULO GADUNG,JAKARTA TIMUR,1999228231,'000100215901723,'000200711333105444,,,,,10399164,15174323,20033371,,,,,SHARING BMRI-BRI-BNI-BTN,24:00.4
174,12002552791,71133310544,74577937,MIDI VC86 LAYUR,Jakarta Timur (Kota Administrasi),Approved,26:36.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL TONGKOL / LAYUR RT 10/06,KEL KOJA KEC PULO GADUNG,JAKARTA TIMUR,1999228231,'000100215901728,'000200711333105444,,,,,10399165,15174324,20033372,,,,,SHARING BMRI-BRI-BNI-BTN,24:00.4
175,12002552792,71133310637,74577939,MIDI VC91 DASA DARMA (F),Bekasi (Kota),Approved,31:15.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL DASA DHARMA NO 5,KEL BOJONG RAWA LUMBU KEC RAWA LUMBU,BEKASI,1999228777,'000100215901728,'000200711333106377,,,,,10400988,15174502,20033374,,,,,SHARING BMRI-BRI-BNI-BTN,24:01.1
176,12002552793,71133310730,74577942,MIDI VC93 TIPAR CAKUNG,Jakarta Timur (Kota Administrasi),Approved,42:12.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,2295KA125896,JL TIPAR CAKUNG NO 45 RT 004 RW 008,KEL CAKUNG BARAT KEC CAKUNG,JAKARTA TIMUR,1999228235,'000100215901725,'000200711333107301,,,,,10399176,12088402,20033131,,,,,SHARING BMRI-BRI-BNI-BTN,22:21.1
177,12002552795,71133310916,74577948,MIDI VC95 CIPINANG JAYA 2,Jakarta Timur (Kota Administrasi),Approved,54:24.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL CIPINANG JAYA RAYA NO 76 RT 008 RW 007,KEL CIPINANG BESAR KEC JATINEGARA,JAKARTA TIMUR,1999228233,'000100215901729,'000200711333109167,,,,,10399170,15174603,20033380,,,,,SHARING BMRI-BRI-BNI-BTN,24:13.1
178,12002552798,71133311260,74577958,MIDI VC99 MENTENG KOJA (F),Jakarta Utara (Kota Administrasi),Approved,11:55.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,2295KA126506,JL MENTENG,KEL. LAGOA KEC. KOJA,JAKARTA UTARA,1999228778,'000100215901732,'000200711333112600,,,,,10400992,12088323,20033135,,,,,SHARING BMRI-BRI-BNI-BTN,22:41.8
179,12002570536,71133311446,74577964,MIDI VC38 KH MUCHTAR TABRANI,Bekasi (Kota),Approved,49:44.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. KH MUKHTAR TABRANI RT 003/001,KEL. PERWIRA KEC. BEKASI UTARA,BEKASI,1999228185,'000100215901732,'000200711333114466,,,,,10399027,15171924,20033393,,,,,SHARING BMRI-BRI-BNI-BTN,24:16.5
180,12002570536,71133311446,74577965,MIDI VC38 KH MUCHTAR TABRANI,Bekasi (Kota),Approved,49:44.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. KH MUKHTAR TABRANI RT 003/001,KEL. PERWIRA KEC. BEKASI UTARA,BEKASI,1999228185,'000100215901730,'000200711333114466,,,,,10399028,15171925,20033394,,,,,SHARING BMRI-BRI-BNI-BTN,24:16.5
181,12002570537,71133311539,74577968,MIDI VC39 JATISARI,Bekasi (Kota),Approved,54:39.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,PERUM BUMI DIRGANTARA PERMAI BLOK AW/ 2,KEL. JATISARI KEC. JATIASIH,BEKASI,1999228188,'000100215901733,'000200711333115399,,,,,10399037,15172123,20033397,,,,,SHARING BMRI-BRI-BNI-BTN,24:17.3
182,12002570538,71133311632,74577969,MIDI VC40 JATIMAKMUR,Bekasi (Kota),Approved,59:12.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. DURIAN RT. 004/ 11,KEL. JATIMAKMUR KEC. PONDOK GEDE,BEKASI,1999228183,'000100215901733,'000200711333116323,,,,,10399020,15171702,20033398,,,,,SHARING BMRI-BRI-BNI-BTN,24:18.0
183,12002570539,71133311725,74577973,MIDI VC41 CIPETE RAYA,Bekasi (Kota),Approved,17:32.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. CIPETE RAYA RT 003/05,"KEL. MUSTIKA SARI, KEC. MUSTIKA JAYA",BEKASI,1999228184,'000100215901727,'000200711333117256,,,,,10399024,15171803,20033402,,,,,SHARING BMRI-BRI-BNI-BTN,24:18.8
184,12002570540,71133311818,74577975,MIDI VC43 HAJI NAIN,Bekasi (Kota),Approved,27:52.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,KP. KALIABANG TENGAH RT. 030/15,KEL KALIABANG TENGAH KEC BEKASI UTARA,BEKASI,1999228186,'000100215901736,'000200711333118189,,,,,10399029,15172003,20033404,,,,,SHARING BMRI-BRI-BNI-BTN,24:19.4
185,12002570540,71133311818,74577977,MIDI VC43 HAJI NAIN,Bekasi (Kota),Approved,27:52.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,KP. KALIABANG TENGAH RT. 030/15,KEL KALIABANG TENGAH KEC BEKASI UTARA,BEKASI,1999228186,'000100215901736,'000200711333118189,,,,,10399031,15172024,20033406,,,,,SHARING BMRI-BRI-BNI-BTN,24:19.4
186,12002570541,71133311911,74577979,MIDI VC45 RUKO COURTYARD,Karawang (Kab),Approved,46:08.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,PERUM GALUH MAS CLUSTER PRIMROSE RT 002 RW 007,KEL PUSEURJAYA KEC TELUK JAMBE TIMUR,KARAWANG,1999228182,'000100202003231,'000200711333119113,,,,,10399018,15171603,20033408,,,,,SHARING BMRI-BRI-BNI-BTN,24:20.1
187,12002570542,71133312069,74577981,MIDI VC47 MEKARSARI TAMBUN,Bekasi (Kab),Approved,51:45.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. TAMBUN TAMBELANG MEKARSARI BARAT,RT 005 RW 016 KEL MEKARSARI KEC TAMBUN SELATAN,BEKASI,1999228189,'000100202002915,'000200711333120698,,,,,10399038,15172202,20033410,,,,,SHARING BMRI-BRI-BNI-BTN,24:20.8
188,12002570542,71133312069,74577983,MIDI VC47 MEKARSARI TAMBUN,Bekasi (Kab),Approved,51:45.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. TAMBUN TAMBELANG MEKARSARI BARAT,RT 005 RW 016 KEL MEKARSARI KEC TAMBUN SELATAN,BEKASI,1999228189,'000100214010524,'000200711333120698,,,,,10399040,15172223,20033412,,,,,SHARING BMRI-BRI-BNI-BTN,24:20.9
189,12002570543,71133312162,74577986,MIDI VC48 WARAKAS 2,Jakarta Utara (Kota Administrasi),Approved,57:05.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,229HKA129235,JL.WARAKAS NO.11 RT.001/004,KEL.WARAKAS KEC.TANJUNG PRIOK,JAKARTA UTARA,1999228196,'000100215901741,'000200711333121622,,,,,10399061,12088123,20033139,,,,,SHARING BMRI-BRI-BNI-BTN,23:01.6
190,12002570544,71133312255,74577989,MIDI VC49 VILLA BEKASI INDAH,Bekasi (Kab),Approved,03:33.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. VILLA BEKASI INDAH RT 004 RW 001,"KEL. JEJALEN JAYA , KEC. TAMBUN SELATAN",BEKASI,1999228193,'000100012454252,'000200711333122555,,,,,10399052,15172623,20033415,,,,,SHARING BMRI-BRI-BNI-BTN,24:34.0
191,12002570546,71133312348,74577991,MIDI VC50 DUTA HARAPAN,Bekasi (Kota),Approved,11:55.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,PERUM DUTA HARAPAN JL. BOULEVARD BARAT RW.016,KEL. HARAPAN BARU KEC. BEKASI UTARA,BEKASI,1999228191,'000100215901735,'000200711333123488,,,,,10399045,15172403,20033417,,,,,SHARING BMRI-BRI-BNI-BTN,24:34.7
192,12002570547,71133312441,74577995,MIDI VC52 MANGUN JAYA 2,Jakarta Pusat (Kota Administrasi),Approved,18:13.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. SILUMAN/ PENDIDIKAN MANGUN JAYA RT. 005/ 013,KEL. MANGUN JAYA KEC. TAMBUN SELATAN,BEKASI,1999228203,'000100215901735,'000200711333124412,,,,,10399082,15173123,20033421,,,,,SHARING BMRI-BRI-BNI-BTN,24:35.4
193,12002570548,71133312534,74577996,MIDI VC54 BATU AMPAR,Jakarta Timur (Kota Administrasi),Approved,23:12.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. BATU AMPAR 3 RT. 002/003,KEL BATU AMPAR KEC KRAMAT JATI,JAKARTA TIMUR,1999228190,'000100214369647,'000200711333125345,,,,,10399041,15172302,20033422,,,,,SHARING BMRI-BRI-BNI-BTN,24:36.0
194,12002570551,71133312627,74578000,MIDI VC57 INPRES,Jakarta Timur (Kota Administrasi),Approved,28:22.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL RAYA INPRES RT 003 RW 002,KEL TENGAH KEC KRAMAT JATI,JAKARTA TIMUR,1999228200,'000100214369647,'000200711333126278,,,,,10399072,15172803,20033426,,,,,SHARING BMRI-BRI-BNI-BTN,24:36.7
195,12002570551,71133312627,74578001,MIDI VC57 INPRES,Jakarta Timur (Kota Administrasi),Approved,28:22.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL RAYA INPRES RT 003 RW 002,KEL TENGAH KEC KRAMAT JATI,JAKARTA TIMUR,1999228200,'000100012568564,'000200711333126278,,,,,10399073,15172823,20033427,,,,,SHARING BMRI-BRI-BNI-BTN,24:36.8
196,12002570552,71133312720,74578002,MIDI VC58 EXIT TOL BEKASI TMR,Bekasi (Kab),Approved,41:46.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,KP. JATI RT 005 RW 006,KEL. JATIMULYA KEC. TAMBUN SELATAN,BEKASI,1999228192,'000100215901739,'000200711333127202,,,,,10399047,15172503,20033428,,,,,SHARING BMRI-BRI-BNI-BTN,24:37.5
197,12002570553,71133312813,74578005,MIDI VC62 REST AREA KM 39,Bekasi (Kab),Approved,47:42.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. KM 39 TOL JAKARTA - CIKAMPEK,DESA SUKAMAHI KEC. CIKARANG PUSAT,BEKASI,1999228201,'000100215901739,'000200711333128135,,,,,10399074,15172902,20033717,,,,,SHARING BMRI-BRI-BNI-BTN,24:38.5
198,12002570555,71133312906,74578008,MIDI VC63 PUSEUR JAYA,Karawang (Kab),Approved,54:24.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. JOHAR PANGKALAN RT 004 RW 001,KEL. PUSEUR JAYA KEC. TELUK JAMBE TIMUR,KARAWANG,1999228207,'000100215901739,'000200711333129068,,,,,10399092,15173202,20033431,,,,,SHARING BMRI-BRI-BNI-BTN,24:39.2
